	docid	author	realname	pseudonym	gender	nationality	authordate	inferreddate	firstpub	latestcomp	allcopiesofwork	copiesin25yrs	enumcron	imprint	genres	subjects	category	shorttitle
1059	nyp.33433082548128	Hancock, H. Irving (Harrie Irving)					1868-1922.	1911		1911	1	1		Philadelphia;Henry Altemu	NotFiction			Dick Prescott's second year at West Point; or, Findng the glory of the soldier's life
1060	mdp.39015078574327	Wyss, Johann David					1743-1818.	1818		1818	37	2	v.2	London;Printed for M.J. G	Juvenile audience|Publish	Shipwreck survival|Advent		The Swiss family Robinson: or, Adventures of a father and mother and four sons in a desert island: being a practical illustration of the first principles of machanics, natural philosophy, natural history, and all those branches of science which most immediately apply to the business of life. Translated from the German of M. Wiss [1]
1061	uc1.32106005158453							1974		1974	1	1		s. l.|R. Nelson|1974.	NotFiction	QuicheÌ Indians|Religion		Popol vuh
1062	nyp.33433075769749	Porter, Jane					1776-1850.	1817		1817	2	2	v. 1-2	New York;S. Marks;1817.	Fiction	1764-1795|Fiction|Augustu		Thaddeus of Warsaw. Four volumes in two
1063	nyp.33433075909923	Borrow, George Henry					1803-1881.	1862		1862	16	5	v. 3	London;John Murray;1862.	Novel|Bibliographies|NotF	Borrow, George Henry|Desc		Wild Wales : its people, language, and scenery
1064	uc1.$b769368	Sheridan, Leo W						1938		1938	1	1		New York|Stackpole Sons|1	NotFiction	Criminals|(Robert Greene)		I killed for the law : the career of Robert Elliott and other executioners
1065	uiuo.ark+=13960=t7kp88t2z	Brooke, Laurence						1879		1879	3	3	v.3	London;S. Tinsley;1879.		823B7912Q		The queen of two worlds
1066	mdp.39015030743572	Henley, Gail						1978		1978	1	1		Boston|Little, Brown|c197	Fiction			Where the cherries end up
1067	njp.32101067645901							1811		1811	1	1		S.l.;Printed for Henry Co	Fiction			The decision, a novel
1068	uiuo.ark+=13960=t6155666f	Meeke, Mary					d. 1818.	1823		1818	4	4	v.3	London;printed for A.K.Ne				What shall be, shall be
1069	mdp.39015031453189	Scott, Walter, Sir					1771-1832.	1829		1829	1	1	v.35	Edinburgh;R. Cadell;1829-	Fiction			Waverley novels
1070	uc1.b3549806							1802		1802	1	1		London;T. Hurst;ca. 1802	NotFiction			Monkish mysteries; or, The miraculous escape: containing the history and the villanies of the monk Bertrand; the detection of his impious frauds, and subsequent repentance and retribution
1071	inu.30000007259918	Smith, Wilbur A						1971		1971	1	1		London|Heinemann|1971	Fiction			The diamond hunters
1072	njp.32101063579229							1821		1821	2	2	vol.2	London;Baldwin;1821.	NotFiction			The priest ... $n: 1
1073	uc2.ark+=13960=t5m904803	Churchill, Winston, Sir					1871-1947.	1901		1901	12	7		New York;The Macmillan co	Bibliographies|Fiction|No	United States|Civil War, 		The crisis
1074	inu.30000115708384	Auld, Robin					1959-	2006		2006	1	1		Cape Town|New Voices Pub.	Poetry			Kelp
1075	uc2.ark+=13960=t6154hp62	Grossmith, Weedon						1913		1913	2	2		New York;John Lane compan		Great Britain|Theater|IsB		From studio to stage;
1076	uiuo.ark+=13960=t9474s15t	Godwin, William					1756-1836.	1816		1816	2	2	v.3	London;Printed for W. Sim				Things as they are;
1077	nyp.33433082170618	Argyle, Anna						1866		1866	1	1		New York;The Amer. News C	Fiction	American fiction		The Cecilias; or, The force of circumstances
1078	hvd.32044090309790	Coleridge, Sara Coleridge					1802-1852.	1839		1839	2	2	v.2	New York;S. Colman;1839.	Fiction			Phantasmion: prince of Palmland
1079	uva.x030377639	Goethe, Johann Wolfgang von					1749-1832.	1840		1832	45	12	v.1	Philadelphia;Lea and Blan	NotFiction|Bibliographies	Fiction|German		Wilhelm Meister's apprenticeship and travels
1080	uc1.b3550106	Dunsany, Edward John Moreton Drax Plunkett, Baron					1878-1957.	1916		1916	2	2		London;E. Mathews;1916.	NotFiction			Tales of wonder
1081	uc1.b3462838	Robinson, Spider						1979		1979	1	1		New York|Dial Press/James	Fiction	Science fiction		Stardance
1082	nyp.33433067303838	Colman, George					1762-1836.	1817		1817	2	2	v. 2	London;Baldwin, Cradock, 	Fiction	English fiction		The history of Elsmere and Rosa; an episode
1083	mdp.39015078790006	Martin, Andrew					1962-	2009		2009	1	1		London|Faber|2009.	Novel|Detective and myste	Stringer, Jim (Fictitious		The last train to Scarborough
1084	mdp.39015071190998	Gilman, Chandler Robbins					1802-1865.	1836		1836	4	4	v.1	New-York;G. Dearborn;1836	UnknownGenre|NotFiction	Indians of North America|		Life on the Lakes: being tales and sketches collected during a trip to the pictured rocks of lake Superior
1085	nnc1.1002185504	Dunn, Byron A. (Byron Archibald)					1842-1926.	1903		1903	1	1		Chicago;A. C. McClurg & c	NotFiction			Raiding with Morgan
1086	uc1.$b358655	Lytton, Edward Bulwer Lytton, Baron					1803-1873.	1852		1852	1	1	v. 6	London;New York;G. Routle	NotFiction			; Eugene Aram. Zanoni
1087	uc1.b112594	Lyall, Edna					1857-1903.	1897		1897	3	3		New York;Longmans, Green 				Wayfaring men;
1088	uc1.b3239725	Ball, Thomas					1819-1911.	1891		1891	1	1		Boston;Roberts brothers;1	NotFiction			My threescore years and ten
1089	uc1.$b242586	Evans, Caradoc					1878-1945.	1930		1930	1	1		New York|W. W. Norton & c	NotFiction			Nothing to pay
1090	mdp.39015003344325							1975		1975	1	1		New York|Garland Pub.|197	Fiction			Fatal friendship
1091	uiuo.ark+=13960=t6h13d823	Godwin, William					1756-1836.	1816		1816	2	2	v.2	London;Printed for W. Sim				Things as they are;
1092	uva.x001085974	Molesworth, Mrs					1839-1921.	1896		1896	3	3		New York;Macmillan;1896.	NotFiction			The Oriel window
1093	uc1.b3467584	Stern, Richard Martin					1915-	1965		1965	1	1		New York|Scribner|1965	Fiction			I hide, we seek
1094	njp.32101068167160	Dallas, Robert Charles					1754-1824.	1801		1801	4	4	vol.4	London;Printed by A. Stra	Fiction			Percival : or, Nature vindicted : a novel
1095	inu.32000009191745	Bates, H. E. (Herbert Ernest)					1905-1974.	1947		1947	5	4		London|The Reprint Societ	Bibliographies|Fiction|No			My Uncle Silas
1096	uc1.b299821	Churchill, Winston, Sir					1871-1947.	1900		1900	1	1		New York [etc.;Longmans, 				Savrola;
1097	mdp.39015009345805	of Emesa. Heliodorus						1895		1895	5	4		London;D. Nutt;1895.	Fiction|NotFiction	Princesses|Fiction		An Ã†thiopian history written in Greek by Heliodorus
1098	hvd.hn5dnc	Abbott, Jacob					1803-1879.	1838		1838	1	1		Boston;T.H. Carter, agent	NotFiction	Readers		Rollo at play, or, Safe amusements
1099	mdp.49015000893496	Baker, Nina Brown					1888-	1952		1952	1	1		New York|Grosset & Dunlap	Fiction	1809-1865|Fiction|Lincoln		The story of Abraham Lincoln;
1100	pst.000016395053	Asimov, Isaac					1920-1992.	1989		1989	1	1		New York|Doubleday|1989.	NotFiction			Nemesis
1101	uc1.b4102275	Holley, Marietta					1836-1926.	1895		1895	3	3		New York;Funk & Wagnalls;	NotFiction			Samantha in Europe
1102	nyp.33433075755250	Walker, George					1772-1847.	1801		1801	1	1	v. 1-3	New York;Printed for the 	Fiction	English fiction		The three Spaniards, a romance
1103	mdp.39015053746841	Weldon, Fay						2001		2000	1	1		London|Flamingo|2001, c20	Novel	London|England|Fiction|Up		The Bulgari connection
1104	njp.32101067303071	Trebor						1879		1879	1	1		Philadelphia;Porter & Coa	Fiction			As it may happen : a story of American life and character
1105	uc2.ark+=13960=t96689652	Tarkington, Booth					1869-1946.	1920		1920	1	1		New York;Scribner;1920.				Monsieur Beaucaire ; The beautiful lady ; His own people
1106	mdp.39015063020096	Gorky, Maksim					1868-1936.	1905		1905	1	1		London;Maclaren & co.;190	UnknownGenre			Heartache & The old woman Izergil
1107	wu.89098877244	Austin, Jane G. (Jane Goodwin)					1831-1894.	1883		1883	5	5		Boston;J.R. Osgood;1883.	NotFiction	Description and travel		Nantucket scraps: being the experiences of an off-islander, in season and out of season, among a passing people
1108	uiuo.ark+=13960=t4rj4zg0m	Le Fanu, Joseph Sheridan					1814-1873.	1865		1865	3	3	v.1	Leipzig;B. Tauchnitz;1865	Fiction	823L519G1865		Guy Deverell
1109	mdp.39015018985666	Stevenson, Sylvia						1986		1986	1	1		Tallahassee, Fla.|Naiad P	NotFiction			Surplus : a novel
1110	uiuo.ark+=13960=t1vd7br13	Lytton, Edward Bulwer Lytton, Baron					1803-1873.	1837		1837	19	10	v.2	London;Saunders and Otley	Fiction|NotFiction			Ernest Maltravers
1111	loc.ark+=13960=t5z60t13r							1850		1850	1	1		Philadelphia;Printed for 		Pennsylvania|Riots|Philad		Life and adventures of Charles Anderson Chester
1112	uc1.32106005476566	Brusendorff, Ove						1963		1963	1	1	v.5	New York|L. Stuart|1963-6	NotFiction	Sex|Sex customs		A history of eroticism
1113	nyp.33433074869425	Ireland, W. H. (William Henry)					1777-1835.	1805		1805	1	1		London;C. Chapple;1805.	Fiction	Queen of Scots|Fiction|15		Effusions of love from Chatelar to Mary, queen of Scotland
1114	nyp.33433074927611							1820		1820	2	2	v. 47, part 3 (Mysteries of Udolpho)	London;s.n.;1820.	NotFiction	English literature		The British novelists; with an essay, and prefaces, biographical and critical
1115	uc2.ark+=13960=t3nv9gf05	Kingsley, Henry					1830-1876.	1859		1859	15	4	v.2	Cambridge;Macmillan;1859.	Bibliographies|Fiction|No	1857-1926|Shorter, Clemen		The recollections of Geoffry Hamlyn
1116	uc2.ark+=13960=t44q80641	TourgÃ©e, Albion Winegar						1896		1896	2	2		Cincinnati;Curts & Jennin				The mortgage on the hip-roof house
1117	uc2.ark+=13960=t1hh6cn83	J?_kai, M?_r						1908		1902	1	1		Chicago;Saalfield;1908, c				Told by the death's head
1118	mdp.39015066824247	Feaver, Jane					1964-	2007		2007	1	1		London|Harvill Secker|200	Fiction	Family relationships|Teen		According to Ruth
1119	mdp.39015006637592	Berry, Wendell					1934-	1983		1983	1	1		San Francisco|North Point	Fiction			A place on Earth : a novel
1120	uc1.$b243670	Morrison, John					1904-	1947		1947	1	1		Kensington, Victoria, Aus	Fiction			Sailors belong ships;
1121	uiuo.ark+=13960=t6c25js1v	Tautphoeus, Jemima Montgomery						1853		1853	4	4	v.2	London;R. Bentley;1853.		English fiction		Cyrilla
1122	nyp.33433076082514	Melmoth, Sydney						1805		1805	1	1		Huddersfield;Printed by B	NotFiction			Beauties of English prose
1123	uiuo.ark+=13960=t3pv7527f	Tabor, Eliza						1868		1868	4	4	v.1	London;Hurst and Blackett	Fiction	English fiction		Jeanie's quiet life
1124	mdp.39015059168735	Ghosh, Amitav						2004		2004	1	1		London|HarperCollins|2004	Fiction	Fiction		The hungry tide
1125	hvd.hn2he3	Kendall, Edward Augustus					1776?-1842.	1800		1800	1	1		London;Printed for E. New	Juvenile audience|Fiction	Conduct of life|Children'		The stories of Senex, or, Little histories of little people
1126	mdp.39015014653201	Wieland, Christoph Martin					1733-1813.	1804		1804	3	3	v.1	London;J. Bell;1804.	UnknownGenre			Confessions in Elysium, or, The adventures of a Platonic philosopher; taken from the German of C. M. Wieland;
1127	uc2.ark+=13960=t6736pt8t	Thurtell, John						1824		1824	1	1		London;Kight & Lacey;1824		Weare, William|d. 1823		Pierce Egan's account of the trial of John Thurtell and Joseph Hunt
1128	nyp.33433075751754	Southworth, Emma Dorothy Eliza Nevitte					1819-1899.	1872		1872	2	2		Philadelphia;T.B. Peterso	Fiction	Baden, Frances Henshaw|d.		The artist's love
1129	uc2.ark+=13960=t5gb1z098	Langdon, Mary					1824-1908.	1858		1858	1	1		Boston;Phillips, Sampson 				Agnes
1130	uva.x001687872	Holmes, Mary Jane					1825-1907.	1854		1854	1	1		New York;D. Appleton & co	NotFiction			Tempest and sunshine; or, Life in Kentucky
1131	nyp.33433075904973	Reade, Charles					1814-1884.	1871		1871	6	2		Boston;J.R. Osgood & Comp	Bibliographies|Fiction|No	Woffington, Margaret|Fict		Peg Woffington, Christie Johnstone, and other stories
1132	uiuo.ark+=13960=t88g98r2v	Smythies, Harriet Maria Gordon						1861		1861	3	3	v.1	London;Hurst and Blackett				The Daily Governess
1133	njp.32101067628865	Barrett, Eaton Stannard					1786-1820.	1817		1817	6	6	v.2	London;Printed for the au	Fiction			Six weeks at Long's
1134	njp.32101065713933	McDuff, J. R						1854		1854	1	1		New York;R. Carter & Bros	Fiction			The woodcutter of Lebanon, and The exiles of Lucerna
1135	mdp.39015059376197							1830		1830	1	1	v.29	London;Printed for Colbur	Fiction	English fiction		The New British novelist; comprising works by the most popular and fashionable writers of the present day
1136	uc1.b4104577	Slosson, Annie (Trumbull), Mrs					1838-1926.	1891		1891	1	1		New York;Harper;c1890.	Fiction			Seven dreamers
1137	uiuo.ark+=13960=t7gq7gw2c	James, G. P. R. (George Payne Rainsford)					1801?-1860.	1841		1841	4	4	v.3	London;Longman, Brown, Gr	NotFiction	Jacquerie, 1358|Fiction		The jacquerie;
1138	uc2.ark+=13960=t0tq61j48	Thanet, Octave					1850-1934.	1891		1891	2	2		New York;D. Appleton and 				We all
1139	mdp.39015082701189	Penney, Bridget					1964-	2008		2008	1	1		London|Book Works|c2008.	Fiction	Penney, Bridget|England|A		Index
1140	mdp.39076002656721	Lippincott, Joseph Wharton					1887-1976.	1924		1924	1	1		Philadelphia|Penn Pub. Co	NotFiction	Farm life|Opossums|Juveni		Persimmon Jim : the 'possum
1141	uc1.$b106026	Timms, Edward Vivian					1895-1960.	1947		1947	1	1		Sydney|Angus and Robertso	NotFiction			Conflict
1142	uc1.32106006147778	Pirandello, Luigi					1867-1936.	1928		1928	3	3	v.1	New York|E. P. Dutton & c	NotFiction	Fiction		The old and the young (I vecchi e i giovani)
1143	mdp.39015060617720	Almond, Steve						2005		2005	1	1		Chapel Hill, N.C.|Algonqu	Short stories	Fiction|Social life and c		The evil B.B. Chow and other stories
1144	nyp.33433082486014	Botsford, Charles A. (Charles Alexander)					b. 1871.	1919		1919	2	2		Philadelphia;The Penn Pub	Fiction			Fighting with the U. S. Army
1145	uiuo.ark+=13960=t3611jj8v	Lyster, Annette						1877		1877	3	3	v.1	London;S. Tinsley;1877.				Riding out the gale
1146	nyp.33433069250474	Morgan, John Minter					1782-1854.	1839		1839	1	1		London;Printed for Longma	Fiction	Utopias|Education		Revolt of the bees
1147	loc.ark+=13960=t5k941c2c	Clark, George Edward						1867		1867	3	3		Boston;Adams & company;18		Adventure and adventurers		Seven years fo a sailor's life
1148	uc1.32106012556582	Ã–zdamar, Emine Sevgi					1946-	2000		2000	1	1		London|Middlesex Universi	NotFiction	Turkey|Fiction|Women		Life is a caravanserai : has two doors, I came in one, I went out the other = ; Das Leben ist eine Karawanserai ; hat Zwei TuÌˆren aus einer kam ich rein aus der anderen ging ich raus
1149	nyp.33433076046840	White, Eliza Orne					1856-1947.	1914		1914	1	1		Boston;New York;Houghton 	Fiction			The first step : a novel
1150	uc2.ark+=13960=t11n8096w	Pemberton, Max, Sir					1863-1950.	1906		1906	1	1		New York;Authors and News				The Lady Evelyn
1151	mdp.39015016757166	Brown, R. Shepard						1960		1960	1	1		New York|Crown Publishers	Bibliographies|NotFiction	Stringfellow, Frank|Civil		Stringfellow of the Fourth
1152	uc2.ark+=13960=t5cc0zr38	Coolidge, Susan					1835-1905.	1894		1894	3	3		Boston;Roberts brothers;1	NotFiction|Juvenile audie			Not quite eighteen
1153	uc1.b4376771	YaÅŸar, Kemal					1922-	1987		1987	1	1		London|Collins Harvill|19	Fiction			The birds have also gone
1154	uc1.b4095559	Grey, Zane					1872-1939.	1943		1939	1	1		New York|Grosset & Dunlap	Fiction			The rainbow trail
1155	mdp.39015043798431	Morrison, Toni						1973		1973	4	3		New York, NY|Plume|c1973.	Fiction	Fiction|African American 		Sula
1156	mdp.39015084094443	Maynard, Joyce					1953-	2009		2009	1	1		New York|William Morrow|c	Fiction	Fiction|Life change event		Labor Day
1157	uiuo.ark+=13960=t6b286f0k	Crawford, A						1852		1852	3	3	v.1	London;T.C. Newby;1852.				The double marriage
1158	uiuo.ark+=13960=t12n5t636	English, John						1810		1810	2	2	v.2	London;A.K. Newman;1810.				The grey friar, and the black spirit of the Wye
1159	njp.32101068177243	Duncan, Henry					1774-1846.	1815		1815	1	1		Edinburgh;Dumfries;1815.	NotFiction			The cottage fireside; or, The parish schoolmaster; a moral tale
1160	mdp.39015063870219	Gillies, R. P. (Robert Pearse)					1788-1858.	1826		1826	3	3	v.1	London;H. Colburn;1826.	Fiction			Tales of a voyager to the Arctic Ocean
1161	uc2.ark+=13960=t2n58dq5s	Mulholland, Clara						1887		1887	1	1		Boston;T.B. Noonan;1887.				Percy's revenge
1162	uc1.b4411111	Kalinin, AnatoliÄ­					1916-2008.	1946		1946	1	1		London|New York [etc.|Hut	Fiction	Fiction|World War, 1939-1		In the south
1163	uiuo.ark+=13960=t8tb1gj45	Betham-Edwards, M						1862		1862	3	3	v.1	London;1862.				John and I
1164	uva.x002177939	Cameron, (Lucy Lyttelton), Mrs					1781-1858.	1866		1858	1	1		London;Houlston and Wrigh	NotFiction			Emma and her nurse : or, The History of Lady Harewood and The mother's grave
1165	uiuo.ark+=13960=t58d0ck8t	Hatton, Joseph					1841-1907.	1883		1883	4	4	v.1	London;Chapman & Hall, Li				A modern Ulysses
1166	wu.89090379819	Lover, Samuel					1797-1868.	1837		1837	11	3		London;Baldwin and Cradoc	Fiction|NotFiction	1798-1854|Ireland|Folk-lo		Legends and stories of Ireland : Second series
1167	uc1.b3688262	Herbst, Josephine					1892-1969.	1929		1929	1	1		New York|Coward-McCann, i	NotFiction			Money for love
1168	hvd.hxdfuu	Dumas, Alexandre					1802-1870.	1837		1837	1	1		London;H. Colburn;1837.	NotFiction			Pascal Bruno. A Sicilian story
1169	uiuo.ark+=13960=t3tt53s18	Donelan, A. M						1873		1873	2	2	v.2	London;Henry S. King & Co				What 'tis to love
1170	uc1.32106014289976	Thomas, Sue					1951-	1993		1993	2	2		Woodstock, N.Y.|Overlook 	Novel|Fiction|Science fic	Fiction|Consciousness		Correspondence
1171	dul1.ark:/13960/t9f48pv82							1802		1802	1	1	v.1	London|Printed at the Min	Fiction			The castle of Caithness. A romance of the thirteenth century
1172	nyp.33433075872204	Raymond, Walter					1852-1931.	1895		1895	2	2		New York;Macmillan;c1895.	Fiction			Tryphena in love;
1173	uiuo.ark+=13960=t9d514v0z	Kelly, Isabella						1813		1813	4	4	v.2	London;J. Souter, sold by				Jane de Dunstanville, or, Characters as they are
1174	mdp.39015053378181	Griffiths, Niall					1966-	2001		2001	1	1		London|Jonathan Cape|2001	Fiction	Nationalism|Fiction|Reven		Sheepshagger
1175	nyp.33433074898986	Manning, Anne					1807-1879.	1857		1857	1	1		London;Printed for Arthur	Fiction	English fiction		Helen and Olga : a Russian tale
1176	njp.32101067630754	Brown, Charles Brockden					1771-1810.	1827		1810	7	2		Boston;Published by S. G.	Novel|Fiction			Edgar Huntly : or memoirs of a sleep walker
1177	uiuo.ark+=13960=t7br9gz62	De Merle, William Henry					1791-1878.	1837		1837	3	3	v.2	London;Printed for Longma				Glenlonely
1178	uc1.b4087540	pseud. Hill, Weldon						1970		1970	2	2		New York|D. McKay Co.|197	Fiction			Lonesome traveler
1179	wu.89095522280	Bulfinch, Thomas					1796-1867.	1862		1862	5	5		Boston;Tilton;1862.	NotFiction	742-814|Romances|Chivalry		Legends of Charlemagne; or, Romance of the middle ages
